comb_idx,OBSID,NCTETID,text,student_reasoning,annotator_comment
2636_93,2636,11058,"It broke up into – because it broke up into 300, then you minus –634 minus 300 equals 334, which is – there are 300 [inaudible] hundreds place.",0.0,
2397_253,2397,11048,"Yeah, our multiplication I was saying like multiplication it tells us that it's like number [inaudible].",0.0,
183_289,183,14102,So if it's 20 times 4 it's 80?,0.0,
637_97,637,12026,Because it needs one more to be one-whole.,1.0,
4131_213,4131,14106,Choose a strategy or strategies.  Write it down in a sentence.,0.0,
2296_339,2296,11076,All of the teen numbers could not – you have to [inaudible].,0.0,
2380_148,2380,14091,I used 9 plus 3 equals 12 minus 11 equals 1 plus 8 equals 9 – I used two numbers.,0.0,
1028_136,1028,13039,The first thing – he gathered all the objects and then he added in the parentheses first.,0.0,
132_9,132,11005,Two on the top and then there’s one right there.,0.0,
25_472,25,11013,"So 3, the multiple of 3, or a multiple of 4.",0.0,
234_257,234,14057,The people who are making the angles [Inaudible]?,0.0,
11_92,11,11060,You can find one-fifth of a whole.,0.0,
2202_181,2202,11020,And then you multiply the answer to get [inaudible] forty.,0.0,
512_198,512,14027,I don’t even know if this is stripes.,0.0,
4600_292,4600,11040,That there’s no fraction between 1/5 and 2/5.,0.0,
928_281,928,13005,"Oh, you’re gonna get four and one half.",0.0,
4728_278,4728,12020,This group is all quadrilaterals.  This group has more or less angles [inaudible].,0.0,
925_357,925,14043,It’s like a pop in the number sentence.  Does the number sentence have the answer in it?,0.0,
4628_3,4628,11056,"Five inches, six inches, seven inches, eight inches, nine inches, ten inches, eleven inches, twelve inches.",0.0,
2264_41,2264,12046,"To solve these problems, you may use cubes, grid paper, or other math tools.  Keep track of all the steps you are taking.  Write equations to show the steps of the solution.",0.0,
731_84,731,12034,[Inaudible].  You cheated.  You put blue here and [inaudible].,0.0,
2684_490,2684,11023,"Today I learned the fraction set, and I learned that denominator is the whole set of the fraction.",0.0,
2602_87,2602,12057,How will you know if it's acute or obtuse?,0.0,
4076_72,4076,13022,Put the four down and carry the one and then it’s…,0.0,
983_249,983,14003,Fourteen.  Sixteen.  Twenty-two.  Eighteen.  Twenty.  And Twenty-two.,0.0,
4363_14,4363,12016,"Like 3 times 9, it could be three groups of nine.",0.0,
112_18,112,11033,"We said [inaudible], we went up on the board and showed it to everybody and trying to explain it to everybody.",0.0,
212_119,212,14023,"She just asked me a question, and I just didn't get it.  I put 9 and then 32 [inaudible].",0.0,
4425_241,4425,14104,"Yeah, those won't work because you need more.",1.0,
2598_155,2598,14016,One and seventeen hundredths is less than one and seventy-one hundredths.,0.0,
127_95,127,11038,"[Inaudible] 7 times 2, the 7 times 2 will give you 14.",0.0,
246_182,246,14054,"You could divide [Inaudible] 45 times 16, then -",0.0,
2565_241,2565,11032,"One hundred fifty six times [inaudible], because it’s going up.",1.0,
1087_411,1087,11051,"25, 26, 27, 28, 30, 31, 32, 33, 34, 36, 41.",0.0,
30_97,30,11002,"[Inaudible] words and a [inaudible] problem and question inside it, and you have to answer it.",0.0,
4012_16,4012,14012,The tiles are three inches on each side.,0.0,
2571_402,2571,11004,I thought she's been here for like a month already.,0.0,
2028_115,2028,14012,Why are you writing so small?  No one can read that.,0.0,
491_331,491,14017,The two hundredths doesn’t have a zero.,0.0,
80_84,80,11029,Because there's a number before the decimal.,1.0,
2458_135,2458,11003,"I was saying that for 4 by 12, there are 12 boxes, [inaudible]. It's not the exact number.",0.0,
24_376,24,11006,"16 plus 16 is 32, and 32 plus 16 is – I did 32 plus 10 which is 42, and 42 plus [inaudible].",0.0,
4422_6,4422,13058,What do we do when we – are we going to show you the journal pages after we finish them?,0.0,
2853_101,2853,11070,"I chose the 10 by 10 because the 4 by 6, it won't –  I  used  it [inaudible].  It won't be like easy because the 4 by 6 only has six groups.",1.0,
26_153,26,11012,"I notice that 28 is half of 14 – oh, 14 is half of 28 – and 4 is half of 2, or 2 times 2.",1.0,
4470_244,4470,14030,"Negative five?  Wait, now.  Zero.  Negative five.  How did she know …",0.0,
10_126,10,11061,"Why did you put 76 – 7 uh, 70  equals 76, right?  And I thought it was supposed – you were supposed to add factors [slot].",0.0,
537_505,537,11059,"Well, like I’m confused.  I put this – okay – I have wait. It’s like 1 just like take away 12 with [inaudible].",0.0,
458_295,458,11061,Because you're trying to break it into two halves.,1.0,
2093_177,2093,14008,"Because we had to make pounds, and then – and then we needed 16.  So Student M thought one of those cubes was an ounce, so he –",1.0,
517_241,517,12022,"If they don't, they turn it back over.",0.0,
1067_194,1067,13004,She also went wrong by not paying attention to the absolute value.,1.0,
4238_214,4238,14136,Couldn’t we just multiply 4 times one sixth?,1.0,
1078_43,1078,13053,So basically anyone that is living in your house or has lived?,0.0,
2625_145,2625,13098,[Crosstalk].  [Inaudible].  [Whistling sound]. [Students loudly moving around room and talking]. [Whistling noise].,0.0,
4104_76,4104,13015,We’re not finished because we don’t have a number up top?,0.0,
627_335,627,14010,"I know, but when you get your dividend, it’s in the middle of everything.",0.0,
2532_183,2532,11011,"3, 3, 5, 3, and how are we supposed to make 5?",0.0,
3011_326,3011,12055,Because B has from 1 to 2 and it’s divided in 4 parts.,1.0,
24_18,24,11006,"Well, since remember I said that, like, division –",0.0,
2193_174,2193,11053,"I think I could put the 50, and then 50 x 10 equals 500, and then 50 times 1 equals 50, and then I should do it that way.",0.0,
631_193,631,14033,If some of the digits are divisible by nine.,0.0,
332_286,332,14056,"Well, I [Inaudible] the measurements.  Of course we’d have to measure.",0.0,
514_226,514,14028,"Yeah, and this one is the right.  Right?",0.0,
2985_70,2985,12053,It starts with zero and it goes up to two [Inaudible].,0.0,
4387_83,4387,14011,I thought [inaudible].  But that was actually incorrect.,0.0,
4_443,4,11054,Do I need to put in my [inaudible]?,0.0,
79_475,79,11061,Do you want me to shuffle all the cards [inaudible] before we put them back?  [Inaudible].,0.0,
2172_124,2172,12010,"It means like when you put a brick on this side, you put a brick on this side.  It's even.",0.0,
2598_100,2598,14016,"I put a zero after the seven tenths, and took off the zero in the decimal, and I knew that 63 was lower than 67.",1.0,
642_94,642,14061,Aren’t we supposed to be doing science today?,0.0,
2977_59,2977,12030,"Because [inaudible] 45 [inaudible], so nine [inaudible] 45 [inaudible].",1.0,
905_635,905,13043,That’s 11.  That’s 11 and 12.,0.0,
4081_192,4081,14011,"With 5 and 6 I got 11, and 1 and 3 I got 4.  So that would be a whole.",0.0,
2423_73,2423,11031,[Inaudible] I guess it needs to be [inaudible].  So the three times four is one of the dimensions.  That equals 12.  Plus three layers.  Times three.,1.0,
802_244,802,14068,Do we have to write the data first?,0.0,
155_219,155,13043,Because it has four sides and it has four [Inaudible]?,1.0,
2571_410,2571,11004,"Two times one is two.  That would make that two.  Then four times two is eight.  Then we do 208, 14, 208.",0.0,
2629_436,2629,13022,Because 10 times 6 is already 60 and times 6 equals 360.,1.0,
12_179,12,11062,"But it’s not 100, it’s going to be hard.",0.0,
2522_51,2522,14043,"I put three times eight, not just eight.",0.0,
10_24,10,11061,No.  This is Student D.D.; this is Student D.C.,0.0,
142_108,142,11054,"That you can do the same thing or different, but you use these numbers.",0.0,
1064_442,1064,11050,"Oh, for B.  Solve three word problems involving fractions [inaudible].",0.0,
555_150,555,14020,You cannot change that – can you simply that?,0.0,
926_120,926,14008,Do we need to know how many minutes a person talks?,0.0,
784_248,784,14056,"Still get the same answer.  It's similar.  You just find the answer, like as if it were a multiple choice question.  You just find the answer figuring out how many days it will be. Then you find the answer, and that would be 6.  You try each equation putting the 6 where the D is.  You do 42 times D equals 7.  It doesn't make sense.  42 plus 7 equals 6.  No.  7 times 6 equals 42.  Yes.  6 times 42 doesn't equal 7.",1.0,
798_236,798,14007,How did you figure it?  How did you figure it?,0.0,
2198_144,2198,11024,"[Inaudible comment], you started at the bottom and then [counted] out ten numbers and [inaudible].",0.0,
4271_250,4271,14060,Now you can … you can do it this way.,0.0,
4089_23,4089,11043,I have 3 cherries in each bag.  How many cherries are in 16?,0.0,
769_31,769,12031,"It's easy because you just multiply, then you add.",0.0,
3017_133,3017,12050,As long as it's the same numbers.,1.0,
2272_116,2272,14021,[Inaudible] do it on the back of my paper.,0.0,
2278_419,2278,14005,"Yeah, I have the outline of the bottom right here.",0.0,
4084_88,4084,11077,This 90 is then 90 divided by 6 [Inaudible].,0.0,
4753_123,4753,14119,Are we going to have a barbeque this year?,0.0,
2147_10,2147,14062,"Besides cross multiplication and the denominators, is there any other way we can [inaudible]?",0.0,
836_202,836,14088,If his sister Sarah has 20 more than him write an expression to show how much money Sarah has.,0.0,
4734_60,4734,12015,Can we get a piece of paper to write what books we want?,0.0,
4683_9,4683,14054,Thousandths.  Good.  So it’s 208 and three hundred twenty-nine thousandths.  By the way when we … when we did this last time I made this an even bigger number.  And it’s divided by three and twenty-one -,0.0,"Only the first word, ""thousandths"" is from the student."
760_77,760,14025,Is one of those for each of us?,0.0,
2766_510,2766,14121,They don’t meet at a right angle.,1.0,
2478_32,2478,12015,I know that 2 times 12 is 24.,0.0,
2978_38,2978,12008,"One of the strategies I use you probably know, but like they have a problem like that, like we just did.  What I do is like I know what half of seven is and I just add one more to equal it.  Like I start from the easier point.",0.0,
22_278,22,11043,Can I look under that multiplication one?  [Inaudible.],0.0,
1085_9,1085,11026,"Because, it’s the same part of the --",1.0,
13_110,13,11057,"After we do all these, we add these other things?",0.0,
82_358,82,11062,[Inaudible] I mean eight.  Okay.  I put them little cube box thingies.,0.0,
169_285,169,13030,Now we've got to come up for with the number for X?,0.0,
2047_64,2047,14106,"I think it's the numbers that [inaudible], range is from greatest to least.",1.0,
2687_353,2687,11069,You always have to start with the denominator.,0.0,
2958_4,2958,13096,"The lines on a coordinate grid are perpendicular. Perpendicular lines are lines formed in angle, A, acute angles, B, right angles, C, obtuse angles, or D, 45 degree angles.",0.0,
4429_55,4429,12040,It’s a number that has not one and itself.,0.0,
2134_281,2134,14035,"Oh, yeah.  That’s there.  And I think that was [inaudible].",0.0,
855_23,855,14067,"Five dollars and twenty-nine cents, seven times.",0.0,
4065_636,4065,14009,"Yeah, I did one-eighth right there.  I erased that, and then erased those two.  Did I get that right?",0.0,
789_309,789,11053,Add the whole first and add the .75.,0.0,
526_398,526,14076,Let’s put a few of those 3’s.,0.0,
70_127,70,11018,"They tell you like the word for a number and then you have to [inaudible], like the number.",0.0,
169_75,169,13030,Here's a blue one. Right there. No.,0.0,
784_183,784,14056,I thought it was that one because it said 24 divided by C.,1.0,
1028_43,1028,13039,I would think associative means when you just add or multiply.,1.0,
4627_51,4627,11058,It’s telling us how much is [inaudible].,0.0,
919_325,919,14003,"I have a theory that A won't be it, because it doubles it every time.",1.0,
568_308,568,14041,Because it has a triangle at the bottom and it has three triangles going up.,1.0,
1041_93,1041,13071,All you've got to do is draw that [inaudible].,0.0,
133_9,133,11012,When you’re doing subtracting [Inaudible] adding [Inaudible] you’re just adding and [Inaudible].,0.0,
574_377,574,11004,"Actually, I had a greater number than my prediction.",0.0,
570_159,570,11027,"I looked and I didn’t even [inaudible].  I’m looking and well, which one do you think 5 [inaudible]?",0.0,
714_189,714,14017,"It’s [Inaudible], I guess.  Oh, that – oh, I thought you were talking about that.",0.0,
227_229,227,11048,"[Inaudible] also had one and two-sixths, [Inaudible] fraction.",0.0,
560_57,560,11066,Can’t come here if you’re from Cuba or something.,0.0,
4425_78,4425,14104,Which is all equal to one half because one half and one fourth – one fourth –,1.0,
2627_276,2627,14055,It looks like a rectangle.  Not a square.,1.0,
66_271,66,12017,And they got it wrong and they fixed it.,0.0,
766_76,766,14037,It’s always gonna be input one row and output one row?  Is it gonna ever go down more?,0.0,
69_371,69,11051,"Yeah, it’s closer to the 900 because there’s no tens.",1.0,
999_384,999,13029,I want to give a shout out for [Inaudible] because he got most of ours and he was really efficient and coming up with them.,0.0,
2136_193,2136,14080,"You have to do [inaudible], then you can move on.",0.0,
4356_164,4356,12042,"What I did was 20 times 4 equals 80 and 5 times 4 equals 20, add it together and it’s 100.",0.0,
4155_166,4155,14059,Are we going to do the [inaudible] centers?,0.0,
966_71,966,12032,"– rounded to the nearest ten-thousand is 20,000, because the three is not more lower than the five.",1.0,
2155_13,2155,12001,"It has two sides equal, and the bottom is -",0.0,
812_146,812,12044,Can we write our names on the back?,0.0,
2395_296,2395,11075,"Because I counted them 10, 20, 30, 40, 50, 60, 70.  1, 2, 3.",1.0,
2674_184,2674,12033,"I was thinking about 1,000.  I was thinking about count by 1,000s because it only goes up to 3,000.",1.0,
2491_208,2491,14054,We cut these in half and then you put them in.,0.0,
995_149,995,13083,It’s [Inaudible] two times two equal to – two divided by two equals four.,0.0,
4262_39,4262,14114,I got the problem right and I cross multiplied then rounded. Yeah.  I did that.,0.0,
2531_21,2531,11024,I think that they 10 times the 80.,0.0,
2356_85,2356,11058,I looked at the numbers and I started counting by 30 all the way up.,0.0,
2850_31,2850,11033,How do we put a plus sign on like that?,0.0,
841_141,841,14083,But wouldn’t both of them be one away from being a whole?,1.0,
692_231,692,11014,"On the number line, we’re trying to [inaudible].",0.0,
4_77,4,11054,And then I took out the one and I figure out it was twenty- four.  And then I put – then I started the final problem and I put it together.,0.0,
4266_64,4266,14037,"Um, the denominator is actually six, because the – if you look at the greens that’s right beside it, the two other greens are … no, not that one.  The other one.  Yes, if you look at that one it’s actually six.",1.0,
204_517,204,11059,"Ms. H, didn’t I go right there?  Jump over here?",0.0,
965_231,965,12016,Are we supposed to line it up by the decimal?,0.0,
244_125,244,14093,"Ms. X, I think it’s gonna be bigger than that.",0.0,
334_1,334,11046,"When we do the addition problems I notice something about – like if I add nine plus nine equals eighteen, it always equals one less.",1.0,
2376_153,2376,11005,"Well, because 48 divided by 6 is 8 then you add –",1.0,
935_55,935,13054,‘Cause it was in the tenths—it’s five tenths ‘cause I put the five in the tenths place.,1.0,
4064_293,4064,14037,"Because one-fourth is - the one.  The numerator’s is [inaudible] zero, then one, and then four-fifths.  It’s – you only need one more to make it one whole, so one less is four-fifths.",1.0,
1119_407,1119,12017,"Student M didn't say ""student,"" and she said ""s.""",0.0,
4118_166,4118,14021,"Like I know that like, two fourths equals one half.",1.0,
4054_104,4054,14053,I said I’m glad I didn’t [inaudible] is.,0.0,
4360_125,4360,12002,You have to put 30 in the box.,0.0,
896_512,896,12032,Then 100 divided by 100 is 1.  1 times 1 [inaudible] 100 divided by 100 is 1.  1 times 9 is –,0.0,
141_45,141,11024,"I don't understand.  Do they mean the vehicles are together, or do they mean they got there and they drove all together here?  Is that what they mean?",0.0,
40_15,40,11019,I was going to say the same thing.,0.0,
2492_116,2492,14088,"Mine isn't really a question.  My mom taught me that fifths, they're really like decimals.  The decimals are really twentieths and you can never break twentieths in one half.",0.0,
2852_152,2852,11076,"I was actually going to fix Student N’s, because I knew that he thought it was multiplication, because it’s actually addition.",0.0,
4241_218,4241,11007,I learned that you can make – you can use different shapes to make others.,0.0,
82_293,82,11062,"Yeah, we used those and we used [Inaudible].",0.0,
20_418,20,11015,On three-fifths you could move two-fifths.,1.0,
2295_31,2295,11042,"I think both of them look the same, because if you flip that the other side, it would be the same.",1.0,
2656_144,2656,14030,I might be wrong. [Inaudible].  [Music continuing in background].,0.0,
2491_151,2491,14054,Yeah or as close as we could get without going over.,0.0,
4690_108,4690,12016,"Everybody in my group was thinking it was yards or meters, but some people were.  I told them that when I went to Florida there was this big, big plane in front of me, so I was like it’s definitely yards or meters.",0.0,
2659_138,2659,13097,I'm not serious because you have to count the top.,0.0,
68_23,68,11031,"And also we’re going to [estimate], right?",0.0,
202_163,202,11035,For an inside assembly the band needs to fit on the stage with 24 students in each row.  How many rows will there be now?,0.0,
986_118,986,12001,"If you know how to make the Hershey chocolate, you might make it, and then you might sell it.",0.0,
487_286,487,12014,"Because you can make it like a mini-garden, a whole bunch of flowers, depending on the size.",0.0,
69_220,69,11051,"I’m having trouble with that too, ‘cause I understand that the nearest hundred is 800, but what’s the nearest ten?",0.0,
11_364,11,11060,In the chorus.  Three-fifths of the student are in the [sixteen group] and the rest are in the fifth grade.  The chorus [is three-fifth student are in the sixth grade are three-fifth and they are no chorus.  And the rest – and the rest are in the -- ],0.0,
2231_13,2231,14123,Or how many parts you ate in the whole?,0.0,
79_348,79,11061,"When Student J talking to us [inaudible], I said don't talk and do your work.",0.0,
512_181,512,14027,Only the R and the C are flipped.,0.0,
714_131,714,14017,"[Inaudible], or we have to cut 10 out?",0.0,
946_118,946,13015,You need to simplify because you have to –,0.0,
4089_172,4089,11043,They made it double then they made that double.,0.0,
742_261,742,12018,"Yes, it is.  Student J is in the way.",0.0,
2264_37,2264,12046,"You know how we have the labels?  Say if we were talking about apples, and cutting them in half like fractions?",0.0,
496_273,496,14081,Do you want me to write it as a fraction?,0.0,
1087_617,1087,11051,"Yeah, because a lot of people got that same amount.",0.0,
998_237,998,13079,I got 40.  Because if you don't take away – if you put [inaudible],1.0,
2776_77,2776,11011,We’re getting a whole number or a fraction.,0.0,
952_198,952,12020,"I won't do that, because I won't be able to do that when I'm told.  I will get arrested.",0.0,
2265_256,2265,12041,One.  Two.  Three.  Four.  Five.  One.  Two.  Three. Four.  Five.  Ten.  Eleven.  Twelve.  Thirteen.  Fourteen. Fifteen.  Sixteen.  Seventeen.  Eighteen.  Nineteen.,0.0,
1020_163,1020,12036,"1, 2, 3, 4, 5, 6, 7, 8.",0.0,
826_190,826,14029,The length is 2.  The width is 3 and the height is 2.,0.0,
568_238,568,14041,Because it has a square on the bottom and then all the rest of them are triangles.,1.0,
4488_121,4488,14120,"If we did [inaudible] in the middle, because –",0.0,
2277_148,2277,14022,Can I go to the library and [Inaudible].,0.0,
1007_116,1007,14087,Wait.  Are we supposed to be doing three?,0.0,
4483_90,4483,14121,"First you can write a one and then you can draw a square to represent what a square is, and then you can write F-T.",0.0,
755_46,755,11031,The sign.  The sign.  The dividend.  Times it.  Put fraction in here.,0.0,
4734_76,4734,12015,Because it’s … it can be split into four.,1.0,
2739_211,2739,14124,"Fifteen – oh, five – no.  A hundred fifty-five point [inaudible].",0.0,
891_562,891,14013,"Like, when you’re going to that side, do you put, like, a plus sign?",0.0,
4422_108,4422,13058,"Is it just me or when you’re doing this kind of problem, always this number [inaudible]?",0.0,
938_21,938,12030,"A decimal is a line that separates the denominator from the numerator on a fraction.  It's the same thing, only you're replacing the line with a dot.  And instead of – like, if you had one and two-fifths, instead of writing one, two, five, one, two and the line, five, you would write 1.02.",1.0,
4688_26,4688,12002,Two triangles being the same size and shape?,0.0,
4010_83,4010,14093,"24 is an even number, and 6 and 4 are even numbers.  You add all the even numbers put together and it will equal that even number.",0.0,
2588_128,2588,11070,"It was tricky because I had to add all of them, and I couldn't understand, because sometimes I thought it was 800 plus 400, [inaudible].",0.0,
621_239,621,14069,I don’t know how to do that.  [Side conversation]  I don’t know how to divide or times.,0.0,
2059_85,2059,14125,"Let's see.  You're correct.  The answer is six students.  Six students have five family members.  This was our one example of a line plot.  We're going to do another line plot, but this time we're going to plot the number of pets that you have in your family.  When you're using a line plot, you're plotting the number of things.  This new one is going to be what?  How many pets you have in your family.  Does anybody have this line plot written?",0.0,This sounds like all teacher talk.
4002_127,4002,14054,"I did 4 tens blocks, then 9 blocks right here.  Then I accidentally did 3 here, but I changed it to 2, so I got remainder 2.",0.0,
2356_46,2356,11058,Because I did three times seven and you carry the one and then put the zero in the ones and [inaudible].,0.0,
2470_272,2470,11059,You put the remainder as the numerator and the original denominator as the [denominator].,0.0,
4078_168,4078,13030,"Oh, factors.  Five and three – 342,000 and then 13.",0.0,
2472_50,2472,11073,"On Tuesday, Margaret bikes five-eighths of the bike path.  How many miles did she ride?",0.0,
573_227,573,11047,The four out of ten pieces because nine nine is whole.,1.0,
2775_90,2775,11024,"I think I know why there was three halves, because in the [inaudible] number five [inaudible] halves.",1.0,
4504_308,4504,14118,"[Inaudible] I’m not sure if [inaudible].  Because I know if they’re the ounces, then I have to divide [inaudible].",0.0,
16_243,16,11055,Do we have to do the times first?,0.0,
4688_36,4688,12002,It has two long sides and a short side.,0.0,
4410_163,4410,14058,[Inaudible] really big then one make it tall.,0.0,
203_495,203,11044,I found out what one eighth was which was .125.,0.0,
266_165,266,14025,"Yeah, it's 6, and multiplied by 2 out of the 3.",0.0,
800_47,800,14053,A moment of a figure to a new position by rotating the figure around a point.,0.0,
448_153,448,11015,I’m supposed to be second in line.,0.0,
4163_334,4163,14094,"I cutted them in half and [inaudible] to everyone, and [inaudible] one [inaudible], and then we just cut them.",0.0,
547_124,547,14095,The bottom of your protractor is a ruler.,0.0,
229_118,229,11026,"Every box that was represented [inaudible], and 28.  Each row is 28.",0.0,
731_189,731,12034,That was over there on the first project we did.,0.0,
2130_37,2130,14063,Fractions that are named the same number [inaudible].,0.0,
2738_345,2738,14048,"Since we have four, that’s a whole.  We’re going to add three more to make seven.  Then that’s going to be one whole. And then the extra three will be – it will be three above. Wait.",1.0,
495_639,495,14040,[Inaudible] eight hundred seventy five thousand cubic meters—,0.0,
580_359,580,11005,I did zero plus zero – zero [Inaudible] seven plus zero two [Inaudible].,0.0,
693_27,693,13062,"This is the counter, and the refrigerator is over there.",0.0,
4024_11,4024,14114,It’s the same problem but it’s changed up.,0.0,
16_3,16,11055,A factor is – a factor is the two numbers that should go into a product.,0.0,
2985_98,2985,12053,[Inaudible] she would do a word problem [inaudible].,0.0,
2051_73,2051,14075,"Teacher, do we have to put our arrows?",0.0,
2937_15,2937,12017,You put a 0.  4 times 5 is 20.,0.0,
2616_58,2616,12055,Length is this way and width is this way.,0.0,
142_203,142,11054,"The second one, I did a number line.",0.0,
766_294,766,14037,I was gonna ask if you can go both.,0.0,
760_89,760,14025,It doesn’t make any sense because you said –,0.0,
3033_286,3033,13096,"Which M&M color are you most likely to get – if you were to open a bag of plain M&Ms, what color would you most likely get?  What color would you least likely get?  Would your results be the same if you opened a bag of peanut, [almond], peanut butter, crispy, or [mini] M&Ms?  Whenever you start to [dig in] most likely or least likely you are talking about probability.",0.0,
526_103,526,14076,"Oh, yeah, you could do two fives on the other.",0.0,
757_270,757,11049,"And then your answer is 30 for the 26, and then –",0.0,
4091_371,4091,11005,I think that there’s two different places.,0.0,
514_175,514,14028,How do we do this?  I’m not sure.,0.0,
4239_60,4239,14093,I think I might have figured this out [inaudible].,0.0,
1045_116,1045,12037,There are 6 pups each pup has to do 9 talented backflips and land in the kiddy pool. We thought it was crazy because puppies landing in a kiddy pool.,0.0,
2430_319,2430,13101,"The answer is [inaudible] two, because [inaudible] signs are like [inaudible] would be a negative two.  [Applause].",1.0,
207_157,207,11030,One hundred times ten is – yeah – one whole.  No.,0.0,
2593_319,2593,11043,"Once I’m done, do we add up –",0.0,
4098_63,4098,14109,It’s 10 three times.  10 times 10 times 10.,0.0,
4076_40,4076,13022,"No, you – she didn’t even say nothing.",0.0,
267_151,267,14083,Are you supposed to divide after you add – multiply with one- half?,0.0,
4194_249,4194,14121,I learned that fractions can only be more than zero but less than one.,0.0,
834_613,834,14102,"It's was supposed to be 204, not 144.",0.0,
2626_29,2626,13095,Oh yeah. [Inaudible]. Minus what? Add the zero now [inaudible].,0.0,
1164_114,1164,13040,But I asked you for help for lots of times but you didn’t give me no help.,0.0,
1146_132,1146,11045,"[Inaudible]  She would take away and spend it, so –",0.0,
155_386,155,13043,Taking one thing and another and putting it together to make a thing.,0.0,
814_296,814,12043,How many M&Ms are you supposed to get?,0.0,
459_432,459,14038,[Inaudible] SOS between the first S and the second.,0.0,
359_132,359,14089,[Inaudible] of what we found and then put –,0.0,
2266_24,2266,12049,I know that 8 times six is 48.,0.0,
254_125,254,11051,"I used 415 -- I mean 400 minus 415. And that got me to 285.  And then I plus'ed 3 because before I [minus'ed] the 3, but I didn't know if it was right.  So --",0.0,
2709_242,2709,14022,This is getting – next it's one.  These are 1 through 6.,0.0,
2968_162,2968,12043,It’s about this man who [inaudible] an angel and [inaudible] and it’s called [inaudible] and Angel.,0.0,
791_56,791,11037,Also I did like [inaudible] but then I made it approximately one.,0.0,
2775_213,2775,11024,How many equal parts is the whole divided into?,0.0,
1045_195,1045,12037,There are 6 people who – each person has 9 worksheets.,0.0,
2629_205,2629,13022,As long as you get the right answer.,0.0,
2842_119,2842,12059,I walk the dog ten times a day.,0.0,
2255_443,2255,11014,60 times 2 is 120.  So if you keep on –,0.0,
763_263,763,12025,"Can I have another paper, I messed up and I [inaudible]",0.0,
4342_41,4342,12008,Well we do know that Karen’s three times as tall as her brother –,0.0,
1119_446,1119,12017,"Oh, I got it.  You can't divide by [inaudible].",0.0,
2781_22,2781,13015,"You can estimate [inaudible], and then [inaudible], because you know that [inaudible].",0.0,
11_399,11,11060,"Now you guys are agreeing to put, like 100 [Inaudible].",0.0,
2298_13,2298,11047,"No, I mean 3 plus 3 gets you 6, so the answer plus the answer again will give the next one down there.",0.0,
532_105,532,11046,Because you need to find out how many more miles.,1.0,
2082_53,2082,14054,"Then we divided 3 by one half and we figured – we got one half and another one half.  It would be 1.  So we did that again and then we go 2 again, and then we got 3.",0.0,
4012_5,4012,14012,You put in tiles to make it look much neater.,0.0,
65_102,65,12009,Kiki is buying two small balloons and one large balloon.  What is the total cost of the three balloons at the village gift shop?  Show your work or explain how you got your answer.,0.0,
2008_137,2008,14118,"No.  I'm saying they are the same digits, [inaudible].",0.0,
2095_115,2095,14060,You should see how much 5 goes into 2.,0.0,
2025_130,2025,14013,Starts with a 4.  I want a bigger number.,0.0,
532_167,532,11046,"I did 600 plus 300 plus 300 again.  My answer was right there, and I just got the same answer.",0.0,
1068_165,1068,13053,The highest one is in the hundreds place.,0.0,
961_345,961,13018,"Teacher, could I e-mail myself the website?",0.0,
1100_89,1100,13019,"I'm advertising sports shoes, like soccer shoes.",0.0,
506_7,506,14059,[Inaudible] 16 is even.  16 is a multiple of 8.,0.0,
508_376,508,14034,"Wait, number five.  I wasn't feeling very good about that one but I don't know how to correct it.",0.0,
458_333,458,11061,"First we did 7 by 4, and then we did a 6 by 5.",0.0,
4007_204,4007,14040,"I did that problem, and I got remainder 6, and I got the same answer.",0.0,
32_17,32,11025,"And then, there is one-sixth, so you do another column and there are two left, two-sixths left.",1.0,
10_376,10,11061,No two about the 220 thing and the [Inaudible].,0.0,
2271_228,2271,14077,"Two can go into six, so six is the common denominator.",1.0,
1137_50,1137,13013,Why is it important to be able to add fractions?,0.0,
2641_643,2641,14078,[Inaudible].  It’s going to be a negative [inaudible].,0.0,
4107_296,4107,11058,Ms. A said that I'm not gonna be able to be in the group with him anymore because he bugs me.,0.0,
532_173,532,11046,Oh.  634 take away the – wait.  I think I've got a strategy.  I think I can do 634 take away 300.,0.0,
70_120,70,11018,I had 755 already [inaudible] so just minused 1.,0.0,
4304_145,4304,14021,"No, you shade in these two, like two columns.",0.0,
2406_140,2406,11032,And then you shade in 2 boxes to represent 2 3rds.,0.0,
795_168,795,14050,We did another graph on the back because we thought we were going to mess up.,0.0,
2692_63,2692,12010,Because I could see how we could skip count.,1.0,
925_190,925,14043,’Cause it moves – the decimal moves to the front of –,1.0,
4243_235,4243,11075,It’s whether it’s open or not.,0.0,
4683_22,4683,14054,"I guessed eight – I guessed six, because six times three is 18, and I didn’t want it to go over 208.",1.0,
912_44,912,14020,"When you think everyone’s done, can I come up and do it on the board?",0.0,
791_48,791,11037,"[Inaudible] which is what team two has, is higher than any number of team one’s.",1.0,
4267_75,4267,14033,This recipe is for 6 people.  Multiply it by 4 and it’s 24.,0.0,
843_6,843,12003,"Like when something is very, like very big.",0.0,
2585_209,2585,11067,One whole and one fourth take away three fourths.,0.0,
21_141,21,11034,We still didn't finish the one-thirds.,0.0,
2174_227,2174,14119,"They say like, each children gets three pieces.",0.0,
450_401,450,11020,He’s saying that you could just leave out one eighth.,1.0,
4021_199,4021,14141,I made the groups with 6 and then now since I have 3 leftover—,0.0,
